pid,title,catalog_course_id,description,academic_level,credits,date_start,online_offering,campus_offering,subject_code
HkuAXZNKX,Cooking Healthy and Delicious,CUL210,"This course covers the principles of nutrition and its relationship to a healthy life style. Topics include personal nutrition fundamentals, weight management, exercise, nutritional adaptation/analysis of recipes/menus, and healthy cooking techniques. Upon completion, students will be able to apply basic nutritional concepts to food preparation and healthy lifestyle choices.",Undergraduate,3,2018-12-03,0,1,CUL
By8ctdzKX,Alternative Baking,CUL245,"A lab format is used to introduce students to technique for fundamental baking practices that apply to ingredients used in the accommodation of food allergies and restricted diets. The production of cakes, cookies, muffins, tarts, custards, and breads will be covered. Emphasis will be placed on accurate measuring, correctly applied technique, modifying traditional techniques, the practice of safety and sanitation throughout processes, and evaluation of final product. ",Undergraduate,3,2018-11-29,0,1,CUL
Sya-2bVtQ,The Flavors of Global Cuisines,CUL260,"This course explores the cultural significance of cuisines from around the world along with their history, preparation, and consumption.  Students will learn first-hand how food is made and eaten across the globe and discuss the circumstances, both economic and environmental, that led to the rise of various culinary techniques and dining etiquette's. ",Undergraduate,3,2018-11-29,0,1,CUL
r15HAtobZ,Culinary and Baking Capstone,CUL270,"This two-week, on-campus capstone gives students an opportunity to learn from each other as they bring back specific skills from their internships. Students will also demonstrate their mastery of foundational cooking and baking skills in live-kitchen demonstrations and exams. ",Undergraduate,3,2017-10-17,0,1,CUL
Hy8-AFjZW,Culinary Internship,CUL290,"This required internship at a full-service restaurant will give students the opportunity to learn in a professional setting while also applying the skills and techniques they learned in their coursework and labs. Competencies for the internship include skills in banquet and catering; baking and dessert production; cold food and garde manger; expediting, dishwashing, and maintenance; and line cooking.",Undergraduate,0,2018-10-25,0,1,CUL
BkJIJYF_Q,Confectionery Art,CUL315,"A practical lab course that introduces students to advanced mediums used for decorative pastry items. The science, history, and cultural influences will be studied of each specific medium including chocolate, pastillage and sugar. Students will make showpieces and confections with these mediums throughout the lab course. ",Undergraduate,3,2018-12-03,0,1,CUL
rJIBwmQaQ,Mixology,CUL350,"This course focuses on the skills used on bar operations, as well as the duties and responsibilities of bar staff and their role in customer relations. The lab component of this class emphasizes the importance of bar tending skills in food service operations. The course focuses on the fundamentals of preparing and serving classic and craft cocktails. Students will explore the history, processes and uses of major spirits. Emphasis will be on the foundations of creating a bar program, costing out recipes, and proper bar service guidelines. ",Undergraduate,3,2020-02-27,0,1,CUL
HyvK6o5Km,The Art of Food Presentation and Food Photography,CUL360,"This course focuses on the trends of food presentations and plating techniques. The course examines the fundamentals of food styling with a modern influence of art and design. The lab component of this course focuses on the four key subjects of food presentation - balance, unity, focus and flow. Students will learn techniques of classical and modern food styling and food photography.     ",Undergraduate,3,2018-12-06,0,1,CUL
ByITxOGKm,Introduction to Bread Baking,CUL365,"This course defines the terminology and techniques utilized in the production of a variety of yeast breads. Emphasis will be placed upon proper mixing, proofing, finishing, and baking techniques. Students will be required to analyze the components of the bread dough at its various stages, and to evaluate the finished product. The sequential steps that are essential to successful bread making will be discussed in lecture and applied in daily production. ",Undergraduate,3,2018-12-06,0,1,CUL
HJB1-oAb7,Customer Service Fundamentals,CUS110,Develop professional plans for advancing customer service skills. Analyze customer service interactions using various models of communication. Create customer-facing messages that take into consideration culturally and socially diverse customers. This course is currently available for direct assessment programs only.,Undergraduate,3,2018-07-02,1,0,CUS
rkZMGjAWm,Sales and Customer Service,CUS210,Utilize effective selling techniques in relation to the consumer decision-making process. Employ accepted customer service problem-solving techniques in responding to challenging customer behaviors. Describe the functions of customer service departments and their significance within organizations. This course is currently available for direct assessment programs only.,Undergraduate,3,2018-07-02,1,0,CUS
HJp_foC-7,Customer Service and Branding,CUS230,"Employ techniques that nurture customer relationships across the customer lifecycle. Differentiate between and address legal, ethical, and regulatory issues in customer service. Align customer communications with an organization’s brand and mission. This course is currently available for direct assessment programs only.",Undergraduate,3,2018-07-02,1,0,CUS
Hk75RwRPc,Network Security Controls ,CYB101,"Students will be introduced to Network Security Fundamentals, Identification, Authentication, and Authorization, and Administrative, Physical, and Technical Network Security Controls. Students will learn through hands-on practical application by implementing Role-Based Access Control in Windows Admin Center (WAC), Password Policies Using Windows Group Policy, host-based firewall functionality using Windows Firewall, network-based IDS functionality using Snort IDS, Proxy Server Using Squid Proxy, and establishing a VPN Connection using OpenVPN. Enrollment in the Cybersecurity certificate program required.",Undergraduate,1,2022-07-01,1,0,CYB
r1xy-uCwc,"Cloud, Network, and Device Security",CYB102,"Students will be introduced to Virtualization and Cloud Computing, Wireless Network Security, Mobile Device Security, IoT Device Security, and Cryptography and PKI. Students will learn through hands-on practical application by auditing Docker Host Security Using Docker-Bench-Security Tool, implementing AWS Identity and Access Management, Key Management Services, and Enterprise Mobile Security Using Miradore MDM Solution. They'll configure Security on Wireless Router, secure IoT Device Communication Using TLS\SSL, and calculate One-way Hashes using HashCalc, MD5 Hashes using MD5 Calculator, and MD5 Hashes using HashMyFiles. Lastly, they'll Create and Use Self-signed Certificates. Enrollment in the Cybersecurity certificate program required.",Undergraduate,2,2022-07-01,1,0,CYB
r1hc-uRP9,Data Security,CYB103,"Students will be introduced to Data Security and Network Traffic Monitoring. Students will learn through hands-on practical application by performing Disk Encryption using VeraCrypt and File Encryption using Advanced Encryption Package, capturing Network Traffic using Wireshark, analyzing and examining Various Network Packet Headers using Wireshark and Linux using tcpdump, and applying Various Filters in Wireshark. They'll complete file recovery using EaseUS Data Recovery Wizard and will detect Clear-Text Traffic using Wireshark. Enrollment in the Cybersecurity certificate program required.",Undergraduate,2,2022-07-01,1,0,CYB
ryh4Gd0wq,Foundations in Cybersecurity,CYB110,"Students will acquire foundational skills and strategies for creating initial drafts of their career artifacts. Through both synchronous and asynchronous guided exercises and practical application of material, students will enhance their ability to market themselves and establish an initial tech-focused resume, LinkedIn, and cover letter framework. Enrollment in the Cybersecurity certificate program required.",Undergraduate,1,2022-07-01,1,0,CYB
rk-w4_Aw5,Exploration in Cybersecurity,CYB120,"Students will gain skills to better navigate the landscape of job searching for technical careers, including understanding jargon and building their social capital. Through continued asynchronous and synchronous self-reflection, hands-on exercises and provided tools, students will explore job descriptions, Career Services support systems, interview frameworks and success strategies, self-promotion techniques, and relevant resources for their job search. Throughout students will revisit their initial career artifacts and extend these tools by considering their use in their search and developing a plan for their final career artifact, the portfolio. Enrollment in the Cybersecurity certificate program required.",Undergraduate,1,2022-07-01,1,0,CYB
Syhaf_Cwq,Ethical Hacking Fundamentals,CYB121,"Students will be introduced to the fundamentals, threats, and vulnerability of Information Security and useful countermeasure techniques. Students will learn through hands-on practical application by footprinting to gather information about a target and extracting usernames, machine names, network resources, sharks, and more from a system or network. They'll create malware to gain access to and infect a targeted system and will perform various functions to crack and sniff user credentials to system passwords. Enrollment in the Cybersecurity certificate program required.",Undergraduate,1,2022-07-01,1,0,CYB
r1CL7dRvc,Cyber Attacks and Countermeasures ,CYB122,"Students will be introduced to various Network, Web Application, Wireless, and Mobile Attacks and Countermeasures. Students will learn through hands-on practical application by applying attack methods and techniques through DDoS, brute force, spoofing, and more. They’ll detect web server and application, wireless, and mobile operating system vulnerabilities by performing various attacks, cracking encryptions, and harvesting credentials. Enrollment in the Cybersecurity certificate program required.",Undergraduate,2,2022-07-01,1,0,CYB
ryhCXuRDq,"Cyber Threats, Countermeasures, and Testing",CYB123,"Students will be introduced to IoT, OT, and Cloud Computing threats, attacks, and countermeasures along with the fundamentals of penetration testing. Students will learn through hands-on practical application by capturing and analyzing IoT device traffic. Enrollment in the Cybersecurity certificate program required.",Undergraduate,2,2022-07-01,1,0,CYB
Hy7DLORvq,Cybersecurity Portfolio Optimization,CYB130,"Students will prepare for their approaching job search by revisiting and optimizing their career artifacts and previously established job search strategies. Through segmented guidance and practical, scaled application of tools and tips, students will begin to map their artifacts to their specific job search and add new, individualized skills to their job search approach. Students will leverage the synchronous and asynchronous guidance, exercises, and tools to complete this module with a refined self-marketing strategy, a plan for continued optimization of their career artifacts, and an understanding of their next steps to enter their job search with Career Services supports. Enrollment in the Cybersecurity certificate program required.",Undergraduate,1,2022-07-01,1,0,CYB
r1glKbYBM,Cybersecurity Foundations,CYB200,Gain familiarity with foundational cybersecurity concepts and terms. Learn the difference between adversarial and environmental threats and analyze how security practitioners respond to each. Explore legal and human factors and examine how they influence the development of organizational security strategies.,Undergraduate,3,2022-10-14,1,0,CYB
SJlbHuRPc,Computer Forensics Fundamentals,CYB201,"Students will be introduced to the fundamentals and investigation process of Computer Forensics, hard disks and file systems, data Acquisition and duplication, and defeating anti-forensics Techniques. Students will learn through hands-on practical application by performing Hash or HMAC calculations and comparing the hash value files by checking their integrity. They’ll analyze multiple operating system file systems, view the contents of a forensic image file, and recover data from lost and deleted disk partitions. Enrollment in the Cybersecurity certificate program required.",Undergraduate,1,2022-07-01,1,0,CYB
rkb5BO0wq,Operating Systems Forensics,CYB202,"Students will be introduced to operating systems forensics for Windows, Linux, and Mac, network forensics, and the investigation of web application attacks. Students will learn through hands-on practical application by acquiring and collecting volatile and non-volatile information, collecting system, kernel, user account, and system logs information, investigating various network attacks using Wireshark, and identifying and investigating web application attacks using Splunk. Enrollment in the Cybersecurity certificate program required.",Undergraduate,2,2022-07-01,1,0,CYB
ByyMIuAP5,Dark Web and Malware Forensics ,CYB203,"Students will be introduced to dark web and malware forensics and email crime. Students will learn through practical application by analyzing RMA dump and examining TOR browser artifacts and performing status analysis and examination of suspicious files and documents, and emails. Enrollment in the Cybersecurity certificate program required.",Undergraduate,2,2022-07-01,1,0,CYB
HJjnLepBf,Computer Networking,CYB210,Learn the basics of computer networking. Examine different network architectures and approaches to network design. Gain practical experience by performing common network implementation and administration tasks.,Undergraduate,3,2022-10-14,1,0,CYB
ryUbOgaHz,Network Security,CYB220,Learn about common network-based attacks and how to defeat them. Explore the use of intrusion detection/prevention technologies and information flow controls to protect networked systems. Analyze security concerns related to virtual systems and networks.,Undergraduate,3,2022-10-14,1,0,CYB
HJ_6dlpSM,Operating System Security,CYB230,Learn the techniques and strategies used to protect modern operating systems. Employ best practices to securely provision operating system components and services. Troubleshoot insecure settings to reduce the risk of system compromise.,Undergraduate,3,2022-10-14,1,0,CYB
B14cYearz,Application Security,CYB240,Explore the fundamental principles and practices of application security. Identify common software vulnerabilities and develop strategies to reduce their potential impact. Analyze and assess the security posture of multi-tiered web applications.,Undergraduate,3,2022-10-14,1,0,CYB
BJgV9e6rG,Cyber Defense,CYB250,"Explore common strategies and tactics employed by security practitioners to protect networks, systems, applications, and data. Learn the principles of cryptography and examine the critical role it plays in protecting information assets. Analyze the impact of emerging technologies and evolving social trends on the field of cybersecurity.",Undergraduate,3,2022-10-14,1,0,CYB
B1Bj9eTHf,Legal and Human Factors of Cybersecurity,CYB260,"Examine security concerns associated with humans and their interactions with information systems. Learn about social engineering and how to combat human-focused cyber attacks. Examine the legal and ethical aspects of individual privacy, acceptable use, and other social concerns.",Undergraduate,3,2022-10-14,1,0,CYB
SyyIjlarG,System and Communication Security,CYB300,Build upon basic operating system security by securing communication between networked systems. Implement transport layer security (TLS) and a public key infrastructure (PKI). Use a scripting language to automate security-relevant tasks and verify compliance with organizational security standards.,Undergraduate,3,2022-10-14,1,0,CYB
By4E2eTBM,Network Defense,CYB310,"Deploy technologies to detect and defeat network-based attacks. Use common tools to operate at different layers of the network stack, implement information flow controls, and develop reliable methods to identify malicious network traffic.",Undergraduate,3,2022-10-14,1,0,CYB
SkvR3xpHf,Incident Response and Investigation,CYB320,Explore incident analysis and response techniques within the context of an enterprise. Learn basic digital forensic terminology and how incident response activities inform and augment digital investigations.,Undergraduate,3,2022-10-14,1,0,CYB
S1vOTgprf,Security Assessment and Auditing,CYB400,"Learn how to assess and audit information systems using structured approaches. Discover compliance gaps, identify security vulnerabilities, and recommend corrective actions. Learn how to effectively communicate findings and recommendations to organizational stakeholders.",Undergraduate,3,2022-10-14,1,0,CYB
H1WM0l6BG,Security Risk Management,CYB410,"Apply the principles of risk management to solve real-world security problems. Learn how risk management influences organizational security programs. Explore how the concepts of threat, impact, relevance, and likelihood are woven together to develop balanced, effective security controls.",Undergraduate,3,2022-10-14,1,0,CYB
rJ9tClTrz,Enterprise Security,CYB420,"Create and implement a comprehensive plan to protect an organization's assets from relevant adversarial and environmental threats. Employ basic project management methods to achieve milestones, align resources, and foster collaboration with stakeholders.",Undergraduate,3,2022-10-14,1,0,CYB
4JDTKpHte,Introduction to Statistical Analysis System,DAD215,"The SAS programming suite of products is commonly used throughout the industry for analyzing the vast amount of data that are available today and for turning that data into actionable items for an organization. Through the creation of SAS programs of varying complexity, students will solve common data analysis problems and learn the general programming conventions of SAS along with the data management and reporting utilities of the basic SAS product.",Undergraduate,3,2017-05-15,1,0,DAD
4JP6YpBYg,Introduction to Structured Database Environments,DAD220,"Students will learn to create structured database environments that incorporate basic processing functionality and allow for data management, data manipulation, and data analysis. Students will also construct and analyze queries to address data requirements.",Undergraduate,3,2021-10-25,1,0,DAD
VJ_pYarFl,Oracle SQL Fundamentals,DAD334,"Learn to retrieve, restrict, sort, report, and display data using SQL statements within an Oracle database environment.  In addition, obtain experience writing sub-queries, manipulating data, creating and managing tables, and working with schema objects.  Gain practical hands-on experience in a functional Oracle database environment.",Undergraduate,3,2017-05-15,1,0,DAD
4JITFaBKx,Oracle Database Administration I,DAD350,"This is the first course in a two part series. This course covers Oracle Database Administration Part I. Students will use Oracle to prepare a database environment, create, manage and administer database and user security. Students will also learn how to manage data, concurrencies, undo data, and implement database security. Topics will include database maintenance, performance management, recovery, and backup.",Undergraduate,3,2017-09-11,1,0,DAD
E1O6YarKx,Oracle Database Administration II,DAD405,"This is the second of a two part series. This course covers Oracle Database Administration Part II. Students will use Oracle to design database architectures and automatic storage management solutions. Students will learn how to configure a database for recoverability, to meet backup specifications, and to perform user-managed backup and recovery. Additionally, students will use Oracles Recovery Manager (RMAN) for performing for multiple database administration tasks.",Undergraduate,3,2015-07-06,1,0,DAD
BJTKwvRMV,Role of Data Analysis in Organizations,DAT205,"Students will analyze the role of data analysis and data analysts within organizations. Students will also gain an understanding of the various areas of data analysis as well as the industries in which it is used, and explore the types of professional roles that exist in the world of data.",Undergraduate,3,2021-10-25,1,0,DAT
4ywS9THFl,Foundation of Data Analytics,DAT210,"The emergence of new data sources is transforming the role of the data analyst from one who simply reports information to one who is charged with making sense of the available data and distilling from it the salient aspects for the given audience. In this course, students will examine the concepts of data analysis and how it informs the business process. Emphasis will be placed on the development of sound research questions, the identification and verification of data sources, the retrieval, cleaning, and manipulation of data, and the process for identifying the data elements that are relevant for a given audience. An overview of the regulatory organizations that govern the release of data will also be reviewed.",Undergraduate,3,2018-09-18,1,0,DAT
NJID5TBYx,Fundamentals of Data Mining,DAT220,"A large portion of data analytics focuses on identifying meaningful patterns in data. Using a case studies approach, students will examine effective strategies that blend both hypothesis testing and data-driven discovery methods to identify meaningful data patterns and apply that knowledge to common business problems. Emphasis will be placed on data-mining tasks such as classification, clustering, and sequential pattern discovery.",Undergraduate,3,2013-07-01,1,0,DAT
H18v78k7E,Gathering Requirements and Collecting Data,DAT223,"Students will examine methods for diagnosing organizational problems in order to determine the data requirements to solve them. In addition, students will learn how to gather data and supporting documentation necessary for effective data analysis.",Undergraduate,3,2022-10-14,1,0,DAT
rki1ZUyXV,Data Policy and Decision Making,DAT250,"Students will explore the emergence of data governance at both the legal/regulatory and organizational policy levels, with a focus on its implications for data analytics. Students will also learn how data analysts can act ethically when confronted with data privacy and security concerns.",Undergraduate,3,2022-10-14,1,0,DAT
SyR5pBy7N,Emerging Technologies and Big Data,DAT260,"Students will explore contemporary systems and technologies impacting the field of data analytics, including the cloud, AI, and machine learning. Students will also gain exposure to areas of technology that provide opportunities for future professional specialization, such as emerging Big Data technologies that can support the work of data analysts.",Undergraduate,3,2022-10-14,1,0,DAT
HJcVYwRzV,Data Validation: Getting the Right Data,DAT300,Students will learn to both assess whether data on hand can be used to address real world challenges faced by organizations as well as to determine additional data that may be needed. Students will also explore how to find such data and practice the kinds of communication and collaboration skills that are necessary to obtain it.,Undergraduate,3,2022-10-14,1,0,DAT
NyIv5THte,Data Analytics I,DAT310,Learn how to apply a comprehensive approach to data analytics in the solving of business problems by building upon the principles set forth in DAT 210.  Evaluate the tools and resources available in terms of their appropriateness to complex business scenarios. Explore the collaborative nature of data analytics projects and the necessity for coordination across projects through conducting an initial data analytics project and creating a collaborative report of findings. ,Undergraduate,3,2016-06-21,1,0,DAT
NyHFq6Bte,Data Analytics II,DAT320,"Building upon the principles set forth in prior coursework, students will engage in a comprehensive approach to the application of data analytics in the solving of business problems employing the techniques frequently used in the discipline. Emphasis will be placed on the different types of forecasting techniques such as sales, risk, retention, and attrition as applied to a variety of industries.",Undergraduate,3,2013-07-01,1,0,DAT
rJOwmv0GN,Data Validation: Quality and Cleaning,DAT325,Students will gain an understanding of the importance of ensuring high data quality prior to performing analysis on data. Students will also learn how to assess industry standard dimensions of data quality and how to clean problematic data without reducing data integrity.,Undergraduate,3,2022-10-14,1,0,DAT
Bk5Z-wCzE,Data Analysis Techniques,DAT375,Students will apply common methods that data analysts use to perform data analysis. Students will also use critical tools and technology to draw conclusions from the analysis that are relevant to organizational challenges.,Undergraduate,3,2022-10-14,1,0,DAT
4JXsqaBtx,Decision Support Presentation,DAT410,"In order for data analytics to be effective, reports and findings must be presented in a manner that is relevant to one's audience. In this course students will hone their technical writing and presentation skills to engage individuals at all levels throughout an organization. Ethics, security, and privacy considerations as they relate to reporting will also be discussed. ",Undergraduate,3,2013-07-01,1,0,DAT
S1mPpICM4,Leveraging Data Analysis for Organizational Results,DAT430,Students will learn how data analysis can be leveraged for the advancement of organizational initiatives through effective collaboration with organizational stakeholders. Students will also explore data visualization tools and techniques that help data analysts communicate the results of their work in ways that make those results actionable.,Undergraduate,3,2022-10-14,1,0,DAT
H1zdOICGV,Applied Data Analysis,DAT475,"Students will discover how data analysis is applied in organizational scenarios to gain insight from even imperfect data. Students will also explore more advanced data analytics methods such as collaborating on hypothesis testing and performing root cause analysis, and they will practice presenting visualizations of data analysis that highlight the insights gained from analysis.",Undergraduate,3,2022-10-14,1,0,DAT
E14ocpHYe,Capstone in Data Analytics,DAT490,"This capstone course is the culminating experience for the B.S. in Data Analytics program. The aim of the capstone is to assess students’ ability to synthesize and integrate the knowledge and skills they have developed throughout their coursework, rather than introducing new concepts. This course is structured to support student success in fulfilling program requirements.
",Undergraduate,3,2016-04-21,1,0,DAT
41DW5aHYx,Data and Information Management,DAT500,Master key foundational concepts and tools in data and information management. Learn data analysis skills required for data assessment and data validation for creating data structures and data analysis reports.  Gain exposure to common data and information management technologies that provide decision support capabilities to organizations.,Graduate,3,2020-07-15,1,1,DAT
HkrsL4YO_,Foundations in Data Science,DAT501,"In this course, students will learn about the foundational data, database, and scripting skills necessary for data science. Students will gain exposure to both database management and scripting languages, and will learn to develop code that adheres to industry-standard best practices. Additionally, students will leverage their skills in these languages to develop both structured and unstructured database environments, as well as a fully-functional program.",Graduate,3,2021-05-13,1,0,DAT
VkuW9pStg,Foundations of Data,DAT510,"We live in a world where substantial amounts of data are available at the touch of a button. While this may be a very empowering prospect, it can also be overwhelming. In this course, students will examine the status of Big Data and its impact on the business world, framing analytics challenges using a structured life cycle approach to data analytics problems. Emphasis will be placed upon the verification of data, analytic techniques and open source tools for analyzing data, the role of regulatory organizations, and the privacy and ethics issues that surround its use.",Graduate,3,2020-07-15,1,1,DAT
NJrsqpSKx,Enterprise Data Management,DAT515,"Understanding the complexity of current data management systems and the ever evolving technology necessary to leverage such data is essential in making sound data-driven decisions. In this course, students will examine the issues in managing data and information from an enterprise perspective, and explore data management as an essential resource to organizational success through a deeper understanding of the concepts and techniques for managing the design, development, and maintenance of all the components of enterprise information management.  The course will examine the roles and responsibilities of the various professionals that manage data and information in an organization. ",Graduate,3,2013-07-01,1,0,DAT
EJOZcTBtg,Decision Methods and Modeling,DAT520,"The role of many analysts is as much about interpreting the results of data analysis as it is about gathering the data and ""crunching the numbers."" In this course, students will learn how to evaluate data in context, interpret data trends, and receive an overview of decision support management techniques such as predictive modeling, risk assessment and optimization, and analytics algorithms, which will set the stage for more advanced study in subsequent courses. Concepts from enterprise data management, including data warehousing and business intelligence, will provide a foundation for examining the topics of data mining, advanced and dimensional data modeling, and decision support system development as techniques for an organization's competitive advantage.",Graduate,3,2020-07-15,1,0,DAT
VkFbqTSYx,Presentation and Visualization of Data,DAT530,"In addition to the gathering and interpretation of data, today's business environment calls upon the analyst to communicate the results of data analysis to a variety of audiences. In this course students will learn how to synthesize the technical components of data analysis into reports, presentations, and visual dashboards that are meaningful for the intended audience and deliver those components in a coherent, convincing format.",Graduate,3,2017-06-26,1,0,DAT
By9EwNt__,High Performance Teams in Data Science,DAT540,"In this course, students will learn about the dynamics and processes of a high-performance data science team while working with people who have a variety of expertise, experience, perspectives, and backgrounds. They will develop an understanding of the challenges involved in the integration of the data science team alongside other internal and external organizational areas, and apply that knowledge in the implementation of a team working structure that will serve to support organizational problem-solving and decision-making. Additionally, students will learn how to improve communications and manage conflict on diverse teams, where all members are working on a common goal. ",Graduate,3,2021-05-13,1,0,DAT
V1KWqpHKe,Optimization and Risk Assessment,DAT610,"In the competitive business world, using data to its best advantage becomes all the more crucial. In this course, students will learn how to discern the levels of relevancy of data and the impact it has on operations as well as hone their ability to identify macro and micro level risk and evaluate risk management programs, policies, and strategies.",Graduate,3,2013-07-01,1,0,DAT
Hyr4JYSNe,Predictive Analytics,DAT640,"Building on prior coursework in decision methods and modeling, students will get a deeper understanding of the art and science of predictive analysis. Students will examine the elements that contribute to building reliable predictive models that result in actionable performance predictions such as identifying the variables that have the most predictive power and developing and deploying predictive models currently in use. ",Graduate,3,2017-09-07,1,0,DAT
ryHtDNKdO,"Data Ethics, Issues and Legal Considerations",DAT645,"In this course, students will gain an overview of legal and ethical issues surrounding data science. Students will gain exposure to the various rules, regulations, and policies that impact the usage of data. Additionally, students will analyze data, data sources, and algorithms to determine potential legal and ethical issues that must be considered and mitigated as data scientists work through the data analytics lifecycle.",Graduate,3,2021-05-13,1,0,DAT
VJLBc6SFx,Advanced Data Analytics,DAT650,"This course will emphasize the employment of advanced analytic strategies over the entire life cycle of the data analysis process. Using a comprehensive case-studies approach, students will logically extend and add definition to their existing analytic skill set, resulting in the development of a project proposal that will serve as preparation for the capstone experience.",Graduate,3,2020-07-15,1,0,DAT
E1DH5pBFx,Capstone in Data Analytics,DAT690,"This capstone course is the culminating experience for the M.S. in Data Analytics program. The aim of the capstone is to assess students' ability to synthesize and integrate the knowledge and skills they have developed throughout their coursework, rather than introducing new concepts. This course is structured to support student success in fulfilling program requirements.",Graduate,3,2016-04-21,1,0,DAT
NJ8ynaBYg,Learner Development,DEV106,"This course surveys and focuses on child growth and development from birth through the life cycle. Theories pertinent to individual stages are provided and the sociological, cultural and psychological aspects of human growth and development are included.  An overview of all developmental stages will be covered. ",Undergraduate,3,2021-07-01,0,1,DEV
V1SlHM9Ke,Precursors of Academic Skills,DEV126,"This course focuses on the development of pre-academic skills in young children. Students explore how to apply developmental theory to foster cognitive, social, emotional, and language development in young children. The relationship between the development of pre-academic skills and emerging literacy will be emphasized. Promotion of emerging literacy skills through the identification of high quality children's literature is covered.",Undergraduate,3,2016-10-01,0,1,DEV
Vk4roTSKg,Culturally Responsive Citizen,DEV260,"This course considers how family and culture influence child development including family structures, sibling relationships, parenting behaviors, children's special needs, family violence, diversity in educational settings and the relations between family and community. Students explore their own and other's cultural influences through the lens of diverse cultural perspectives.  The challenges faced by children and families from a variety of cultures and socio-economic backgrounds including communication, interaction, education, and societal norms will be examined from the role of the practitioner.  Research informs student projects in which a particular aspect of culture is studied in depth.  Ten hours of field experience is included.",Undergraduate,3,2021-07-01,0,1,DEV
HyAKrXVsI,Childhood Development Internship,DEV290,,Undergraduate,0,2019-10-29,0,1,DEV
4JS1ipSKg,Internship,DEV499,"The Internship is a culmination of a student's field experiences.  It consists of a minimum of 75 clock-hours in the field and is accompanied by seminar meetings to provide opportunities for the analysis, evaluation and discussion of field experience.",Undergraduate,0,2018-03-01,0,1,DEV
Ny4y2prYg,Child Development Practicum,DEV699,"The internship is a culmination of a student's field experiences.  It consists of a minimum of 150 clock-hours in the field and is accompanied by seminar meetings to provide opportunities for the analysis, evaluation and discussion of field experience.",Graduate,3,2008-01-01,1,0,DEV
VJH0SfqKx,Dissertation Status,DOC950,,Doctoral,1,2016-06-01,0,1,DOC
r1rG82GoZ,Theoretical Foundations in ECE,ECE609,"This competency-based course will focus on the knowledge, skills, abilities and dispositions teachers need to apply and analyze the theoretical foundations of early childhood education and early childhood special education to his/her professional practice. Teacher Candidates will examine the theoretical foundations of early childhood special education and its impact on young children with disabilities. This course will provide evidence-based research and clinical opportunities that will be implemented, analyzed, evaluated and refined during the 16 weeks of clinical experience.  This iterative process facilitates an in-depth understanding of the theoretical foundations needed to address the individual needs of all children, including children with disabilities, PreK-3.  With the support of the college faculty and the cooperating practitioner, the teacher candidate will actively engage in on-going self-assessment, focusing on the refinement of their understanding of the unique factors related to students’ abilities and disabilities within the learning environment.",Graduate,2,2019-04-26,0,1,ECE
Hy7mOhMsZ,Classroom and Behavior Management in ECE,ECE611,"This competency-based course will focus on the knowledge, skills, abilities and dispositions teachers need to apply and analyze the principles, procedures and strategies for classroom behavior management.  Teacher Candidates will examine social skills development, assessment of social behavior and learning environment enhancement.  This course will provide evidence-based research and clinical opportunities that will be implemented, analyzed, evaluated and refined during the 16 weeks of clinical experience.  This iterative process facilitates an in-depth understanding of classroom behavior management needed to address the individual needs of all children, including children with disabilities.  With the support of the college faculty and the cooperating practitioner, the teacher candidate will actively engage in on-going self-assessment, focusing on the refinement of their understanding of the unique factors related to students’ abilities and disabilities within the learning environment.",Graduate,2,2019-04-26,0,1,ECE
rys0_3fob,Early Childhood Mathematics,ECE620,"This competency-based course will focus on the knowledge, skills, abilities and dispositions teachers need to teach mathematics to PreK-3 students. This course will provide evidence-based research and teaching opportunities that will be developed, implemented, analyzed, evaluated and refined during the 16 weeks of clinical experience.  This iterative process facilitates the development of skills and abilities needed to meet the needs of PreK-3 students with disabilities and will include the following: (a) contextualizing students and learning; (b) assessing student learning; (c) planning and preparation; (d) addressing mathematical concepts, methods and strategies; and (e) linking PreK-3 learning progress to the knowledge, skills, abilities and dispositions of the teacher candidate. With the support of the college faculty and the public school clinical practitioners, the teacher candidate will actively engage in on-going self-assessment, focusing on the refinement of teaching mathematics. ",Graduate,3,2021-07-01,0,1,ECE
SJ1Echzib,Early Childhood Literacy,ECE621,"This competency-based course will focus on the knowledge, skills, abilities and dispositions teachers need to teach literacy to PreK-3 students. This course will provide evidence-based research and teaching opportunities that will be developed, implemented, analyzed, evaluated and refined during the 16 weeks of clinical experience.  This iterative process facilitates the development of skills and abilities needed to meet the reading and writing needs of all students and will include the following: (a) contextualizing students and learning; (b) assessing student learning; (c) planning and preparation; (d) addressing literacy models, concepts, methods and strategies; and (e) linking PreK-3 learning progress to the knowledge, skills, abilities and dispositions of the teacher candidate. With the support of the college faculty and the public school clinical practitioners, the teacher candidate will actively engage in on-going self-assessment, focusing on the refinement of teaching literacy. ",Graduate,3,2022-01-03,0,1,ECE
